input,output
i have noticed that my eye is red and swollen and it keeps tearing up a lot what could be the problem,based on your symptoms it sounds like you have a stye this is a small painful lump that forms at the base of an eyelash and can be caused by a bacterial infection
doctor i have been experiencing pain and itchiness in my eye what could be the reason behind it,it sounds like you may have a stye which is a small painful lump that develops on the inside or outside of the eyelid
hi doctor i have a lot of discomfort in my eye my eyelid has a rash and its swollen my eye is also red and watery what could be wrong,based on your symptoms it sounds like you have a stye a stye is a small bump that appears on your eyelid or near the edge of your eye its usually caused by a bacterial infection and can be painful and irritating
doctor i have a red and swollen bump on my eyelid and its causing me a lot of pain theres also some abnormal appearing skin around it can you tell me whats happening,based on your symptoms it sounds like you have a stye its a common infection of an oil gland on the eyelid that causes redness swelling and pain we can treat it with warm compresses and sometimes antibiotics if necessary
doctor i have been experiencing pain in my testicles can you tell me what might be causing this,hemochromatosis could be the cause of your testicular pain it is a condition where the body absorbs too much iron from the foods we eat leading to iron overload in various tissues of the body including the testicles
doctor i have been experiencing an ache all over my body pain in my testicles too little hair and my skin looks abnormal what could be the issue,it sounds like you may have hemochromatosis a condition where the body absorbs too much iron and it gets stored in various organs causing damage over time well need to run some tests to confirm the diagnosis
doctor i have been experiencing lower abdominal pain for a while now along with that i have also noticed some abnormal skin growth and itching on my skin what could be the reason behind this,based on the symptoms you have described you could be suffering from a condition called osteochondroma it is a bone tumor that can cause a skin growth and itching sensation we will need to perform some tests to confirm the diagnosis
doctor i have been experiencing some abnormal appearing skin pelvic pain and knee pain what could be the cause,based on your symptoms it is possible that you have osteochondroma it is a type of bone tumor that can occur near the knee or pelvis and can cause pain and discomfort the abnormal skin appearance may be due to the tumor pressing against the skin i recommend some imaging tests to confirm the diagnosis
doctor ive been having a lot of pelvic pain and theres this bump on my skin thats been bothering me do you know what it could be,it sounds like you may have osteochondroma the pelvic pain and skin lesion are common symptoms of this disease well need to do some imaging tests to confirm the diagnosis
doctor i have noticed a skin growth on my leg and it looks like a lesion what could it be,based on your description it sounds like you might have osteochondroma which is a benign bone tumor that often appears as a skin growth or lesion
doctor i have been experiencing some itching of the skin and also some foot and toe pain what could be the problem,your symptoms may be due to osteochondroma it is a type of bone tumor that usually develops during childhood or adolescence it can cause pain and in some cases itching of the skin due to pressure from the tumor on the surrounding nerves and tissues
doctor ie been feeling really weak lately and my heart rate seems to have decreased do you have any idea what could be causing this,yes based on your symptoms and medical history it seems you may be suffering from cushing syndrome
doctor i have been experiencing shoulder pain muscle swelling and weight gain what could be wrong with me,based on your symptoms it appears that you may be suffering from cushing syndrome
doctor i have been experiencing an itching sensation on my scrotum what do you think could be the problem,this could be a symptom of a condition called cushing syndrome
doctor i am experiencing ankle pain do you know what might be causing it,yes ankle pain can be a symptom of typhoid fever have you been experiencing any other symptoms such as high fever stomach pain diarrhea or fatigue
doctor i have been experiencing joint stiffness or tightness along with pain in my eye and i also have a high fever what could be wrong with me,based on your symptoms it sounds like you may have typhoid fever we need to run some tests to confirm the diagnosis
doctor i have been experiencing fever facial pain wrist pain and joint stiffness what could be the reason for all these symptoms,based on your symptoms it seems like you are suffering from typhoid fever it is caused by the bacteria salmonella typhi and symptoms include fever headaches muscle aches and abdominal pain it can cause complications if left untreated
doctor i am experiencing bleeding from my eye what could be causing this,based on your symptoms it seems like you may be suffering from vitreous degeneration
doctor i have been experiencing a lot of pain in my eye and my eyes have been tearing up frequently what could be the cause of this,it sounds like you may have a condition called vitreous degeneration which is a common condition where the gellike substance in your eye begins to liquefy and break down causing floaters flashes of light and sometimes pain and tearing its important that you come in for a thorough eye exam to confirm this diagnosis and discuss treatment options
doctor i have been experiencing double vision and some blindness in my left eye what could be wrong with me,based on your symptoms you may be suffering from vitreous degeneration
doctor i have been experiencing some symptoms with my eyes lately they have been burning and stinging and there is also some redness i have also been experiencing some other symptoms with my vision and i am worried about going blind can you tell me whats wrong with my eyes,based on your symptoms it appears that you have vitreous degeneration this is a condition where the vitreous gel in your eye degenerates and changes its form this can cause your vision to become blurred or distorted leading to blindness in some cases it is important to seek medical attention immediately if you have any concerns about your vision
doctor i have been experiencing eye redness itchiness of eye and a foreign body sensation in my eye also i have been seeing spots or clouds in my vision which has caused me some concern,based on the symptoms you have described it appears that you may be experiencing vitreous degeneration this condition can cause blindness in rare cases so it is important to get it checked out by an eye specialist as soon as possible
doctor i have noticed that i have too little hair on my arms and legs what could be causing this,based on your symptoms it is possible that you have an atrophic skin condition
doctor i have been experiencing too little hair growth skin swelling and my lips have been swelling up as well do you have any idea what could be causing this,it seems like you may be suffering from a rare disease called angioedema which causes atrophic skin condition and leads to episodes of swelling in various parts of the body including the lips
doctor i have been experiencing lip swelling lately and i have noticed that my skin is becoming thin and fragile what could be the problem,it appears that you might be suffering from an atrophic skin condition called erosive oral lichen planus which causes lip swelling along with thinning of the oral mucosa i suggest you see a dermatologist for further evaluation and treatment
doctor ive been having warts and itching on my skin for a while now and ive noticed some swelling and moles as well what could be wrong with me,based on the symptoms you described it sounds like you may have atrophic skin condition also known as cutaneous atrophy this condition can cause thinning of the skin which can lead to the appearance of warts increased itching swelling and moles
doctor i have noticed some skin swelling and warts on my skin what could be the reason,it seems you might have an atrophic skin condition which can cause both skin swelling and warts i will need to examine you further to confirm this
doctor i have been experiencing shortness of breath and have noticed a lump on my knee i have also been having shoulder swelling and a loss of sex drive,based on your symptoms you may have aspergillosis a fungal infection that can affect your lungs bones and other organs we will need to conduct some tests to confirm the diagnosis and start treatment as soon as possible
doctor i have been experiencing some hearing problems and neck cramps lately also i have developed a habit of nailbiting and have been feeling shortness of breath i have also noticed a sudden loss of sex drive what could be the reason,based on your symptoms it is possible that you are suffering from aspergillosis it is a fungal infection that affects the respiratory system and can cause hearing loss neck spasms nail biting shortness of breath and loss of sex drive we can conduct some tests to confirm the diagnosis and start with the appropriate treatment plan
doctor i have been experiencing a loss of sex drive and have noticed excessive growth in certain parts of my body what could this be,based on your symptoms it is possible that you have aspergillosis this is a fungal infection caused by the aspergillus fungus and can cause a variety of symptoms including hormonal imbalances leading to loss of sex drive and abnormal growth
doctor ive been having trouble hearing lately,it could be a symptom of aspergillosis
doctor ive been experiencing a loss of sex drive and recently vomited blood what could be wrong with me,based on your symptoms its possible that you have a fungal infection called aspergillosis
doctor i have been experiencing intermenstrual bleeding along with uterine contractions i also faced problems during my last pregnancy and have been struggling with infertility what could be causing all these symptoms,based on your symptoms it seems like you may be suffering from uterine atony its a condition where the uterus loses its ability to contract properly leading to problems during pregnancy and infertility
doctor i have been experiencing some spotting and bleeding during my pregnancy and im also having trouble getting pregnant again what could be causing these symptoms,based on your symptoms it is possible that you are experiencing uterine atony this is a condition in which the uterus fails to contract properly after giving birth leading to excessive bleeding and other complications it can also lead to infertility if not treated properly
doctor ive been experiencing a lot of lower and sharp abdominal pain recently i also had some problems during my pregnancy what could be wrong with me,based on your symptoms and history it seems like you are suffering from uterine atony this is a condition where the muscles in your uterus are unable to contract properly leading to excessive bleeding after birth and lower abdominal pain it can also cause sharp abdominal pain and complications during pregnancy
doctor i have been experiencing sharp abdominal pain and lower abdominal pain with some bleeding during my pregnancy i also noticed blood in my urine what could be the problem,your symptoms sound like uterine atony a condition where the uterus fails to contract and shrink after delivery leading to heavy bleeding it can also cause pain during pregnancy and spotting or bleeding during pregnancy we need to get you to a hospital for further evaluation and treatment
doctor i have been experiencing pain during my pregnancy along with sharp abdominal pain back cramps or spasms and i am facing some problems during the pregnancy what could be the reason,based on your symptoms it seems like you may be suffering from uterine atony which is a condition where the uterus is unable to contract properly after childbirth leading to heavy bleeding and severe pain
doctor i have been experiencing some strange symptoms lately i have shoulder swelling excessive growth and pelvic pressure what could be wrong with me,based on the symptoms you described it seems like you may have trichinosis it is a disease caused by a parasitic roundworm called trichinella spiralis that infects humans who consume undercooked meat particularly pork
doctor i have been experiencing sharp abdominal pain shortness of breath headache and a persistent cough what could be the problem,based on your symptoms it is highly likely that you are suffering from whooping cough
doctor i have been experiencing shortness of breath sinus congestion vomiting cough and a sore throat what could be wrong with me,based on the symptoms youve described its possible that you have whooping cough i would recommend getting tested to confirm the diagnosis and receiving appropriate treatment
doctor my baby has been very irritable lately and also seems to have a runny nose what could be going on,it sounds like your baby might have whooping cough also known as pertussis other symptoms include a dry cough fatigue and difficulty breathing its important to bring your baby to the clinic as soon as possible for a proper diagnosis and treatment plan
doctor ive been experiencing a persistent cough and i also have a fever what could be wrong with me,based on your symptoms you may have whooping cough its a bacterial infection that causes severe coughing fits and a high fever
doctor ive been experiencing pain or soreness in my breast and ankle pain what could be the reason for this,you might be suffering from rheumatoid arthritis as it is a chronic autoimmune disorder that affects multiple joints and can also cause inflammation in the breast
i have been experiencing pain during my pregnancy with soreness in my breast and wrist and excessive urination at night i also have some pain in my eye do you know what could be causing these symptoms doctor,based on your symptoms it sounds like you may be experiencing symptoms of carpal tunnel syndrome as well as pregnancyrelated breast pain the excessive urination at night may be due to gestational diabetes and the pain in your eye could be a symptom of hypertension id recommend further testing to confirm the gestational diabetes and hypertension and we can discuss options for managing the carpal tunnel and breast pain
hi doctor i am experiencing some joint stiffness or tightness what could be the reason for it,it could be pick disease a rare and progressive neurological disorder that affects the brain it is caused by the accumulation of a protein called tau in the brain which leads to the death of brain cells and eventually to symptoms such as joint stiffness or tightness
doctor ive been experiencing excessive anger and pain during my pregnancy also i have been having shoulder cramps or spasms what could this be,based on your symptoms it is possible that you have pick disease this is a rare genetic disorder that affects the brain leading to progressive problems with behavior personality and cognitive abilities it can also cause muscle spasms and rigidity which could explain your shoulder symptoms
doctor ive been experiencing a lot of shoulder cramps or spasms lately what could be causing this,it sounds like you may be experiencing symptoms of a condition called pick disease
doctor i have these dry lips and theres an open wound on my lip what could it be,it sounds like you have a lip infection or herpes simplex virus infection
hi doctor i have a cut on my lip and there has been some bleeding in my mouth,based on your symptoms and history it seems that you have an open wound of the lip
doctor im experiencing a painful sore on my lower lip that doesnt seem to be healing,it sounds like you may have an open wound of the lip the sore is likely a mouth ulcer that can be caused by various factors including trauma or infection lets take a look and see how we can properly treat it
doctor my lips are very dry and i have a mouth ulcer that is causing bleeding in my mouth can you prescribe any medication for it,based on your symptoms it seems like you have an open wound of the lip i will prescribe a topical antibiotic ointment for you to apply to the affected area you should also avoid touching or picking at the wound to prevent further irritation
doctor i have been slurring my words lately and noticed that i have bleeding in my mouth also there is a small ulcer in my mouth,based on your symptoms it seems like you have an open wound on your lip which is causing bleeding in your mouth and the ulcer its important to keep the area clean and avoid irritating it further to prevent infection
hello doctor i have been experiencing unusual symptoms lately i am having uterine contractions and heartburn what could be the reason for this,these symptoms could be related to subacute thyroiditis it is a condition that causes inflammation of the thyroid gland leading to pain in the neck fever fatigue and other symptoms like uterine contractions and heartburn
doctor i have been experiencing some unusual symptoms lately including spotting or bleeding during my pregnancy and blood in my stool what could be causing this,based on your symptoms it is possible that you have subacute thyroiditis which can cause abnormal uterine bleeding and gastrointestinal bleeding i recommend further testing and evaluation to confirm this diagnosis
doctor ive been having some blood in my stool lately what could be causing it,one possible cause could be subacute thyroiditis which is an inflammation of the thyroid gland however blood in stool is not a common symptom of this disease its important that we take a closer look to determine the underlying cause
doctor i have been experiencing ear pain and bleeding in my mouth,based on those symptoms it appears that you have an oral mucosal lesion
doctor i have been experiencing facial pain and mouth pain for the past few days also i recently noticed a mouth ulcer what could be the reason behind this,based on your symptoms it seems like you have developed an oral mucosal lesion
doctor i have a toothache and i noticed theres a lesion in my mouth what could be wrong,you might have an oral mucosal lesion this condition can cause pain and discomfort in your mouth as well as other symptoms
doctor i have been experiencing facial pain cough ear pain and sore throat what could be the reason for these symptoms,based on your symptoms it sounds like youre experiencing an oral mucosal lesion which is a sore or ulcer in your mouth it can be caused by many things including viral infections allergies or trauma to the mouth
hi doctor i have been having a fever and facial pain for a while now and i noticed that there is a lesion in my mouth what could be wrong,based on your symptoms and the lesion in your mouth it could be an oral mucosal lesion its a common condition that can cause discomfort and pain we can run some tests to confirm the diagnosis and start appropriate treatment
doctor i have an open wound and i am also experiencing shoulder stiffness and tightness,based on your symptoms it seems like you might have injured your shoulder joint along with the open wound i recommend getting an xray immediately to make sure there are no fractures or dislocations
doctor i have an open wound on my arm and the skin around it looks infected what could be the problem,based on your symptoms it is possible that you have developed a bacterial infection in the wound
doctor i have a wound on my arm caused by a recent accident the skin on my arm and hand looks infected and feels warm to touch additionally i am experiencing shoulder stiffness or tightness what could be the reason for these symptoms,based on your symptoms you seem to have an open wound due to trauma the stiffness or tightness in your shoulder may be a result of the injury and the infection in the skin could be due to exposure to bacteria well need to clean the wound and prescribe antibiotics to prevent further infection i recommend keeping your arm elevated and using ice to reduce swelling
doctor i have this open wound on my arm from a recent trauma and the skin around it looks infected also i am experiencing some shoulder stiffness or tightness what could this be,based on your description you have an open wound that is infected and also experiencing shoulder stiffness or tightness its possible that you have developed cellulitis which is a bacterial infection of the skin and soft tissues
doctor my wrist is really swollen and it looks like there is an open wound what could be causing this,based on your description it sounds like you may have an open wound due to trauma such as a cut or puncture well need to take a closer look to determine the exact cause and recommend the appropriate treatment
doctor i have been experiencing slurring of my words feeling depressed and having seizures along with focal weakness what could be the reason,based on your symptoms you might be suffering from an intracerebral hemorrhage it is a type of stroke caused by bleeding within the brain tissue it can lead to the symptoms that you are describing
doctor i am experiencing focal weakness diminished vision blindness and nausea what could be the problem,based on your symptoms you may have an intracerebral hemorrhage which is bleeding inside your brain we need to perform a brain scan to confirm it its an emergency situation and we need to act fast
doctor i have been feeling weakness and headache over the past few days i am not sure what is causing it,based on your symptoms it seems like you could be experiencing an intracerebral hemorrhage
doctor ive been experiencing diminished vision weakness nausea and some depressive symptoms what could be causing this,based on your symptoms it is likely that you are suffering from intracerebral hemorrhage a type of stroke caused by bleeding within the brain tissue it is a medical emergency that requires immediate attention we need to perform some imaging tests to ascertain the exact cause of your symptoms
doctor i have been experiencing restlessness hostile behavior difficulty speaking muscle cramps contractures or spasms and also an irregular appearing scalp can you tell me what disease is causing all these symptoms,based on the symptoms you have described it is possible that you are experiencing alzheimers disease however a proper diagnosis can only be made after a complete evaluation and several tests
doctor i have been experiencing eye burns or stings depressive or psychotic symptoms and muscle cramps contractures or spasms what could be the reason for this,it seems like you may be experiencing symptoms of alzheimers disease this is a progressive disease that affects the brain and can cause a range of neurological symptoms including the ones you have described
doctor i have been experiencing delusions and hallucinations lately also i have been facing muscle cramps contractures or spasms along with these i am having fears and phobias as well sometimes i become hostile in behavior and my eyes burn or sting what could be the problem,based on your symptoms i suspect that you might have alzheimers disease a progressive brain disorder that affects memory thinking and behavior it is common for people with alzheimers disease to experience delusions or hallucinations muscle cramps contractures or spasms fears and phobias hostile behavior and eye burns or stings
doctor i have been experiencing problems with movement and also exhibiting hostile behavior lately additionally i have been feeling restless and depressed what is wrong with me,based on your symptoms you may be suffering from alzheimers disease it is a progressive neurological disorder that affects memory cognitive functions and behavior which includes depression restlessness and hostile behavior the problem with movement can also be a symptom of this disease i would recommend that you undergo proper diagnosis and seek medical care
doctor i have been experiencing restlessness problems with movement fears and phobias hostile behavior and depression what could be causing these symptoms,these symptoms are often associated with alzheimers disease it is a neurological disorder that affects the brains ability to think talk and move
hi doctor i seem to be experiencing some discomfort and pain during intercourse i also have frequent urination vaginal dryness pelvic pain and vaginal discharge can you tell me what could be going on,it sounds like you may have a condition called vaginismus this can cause pain during intercourse and other symptoms such as frequent urination vaginal dryness pelvic pain and vaginal discharge we can discuss treatment options to manage your symptoms
doctor i have been experiencing suprapubic pain heavy menstrual flow vaginal pain and painful menstruation what could be the problem,based on your symptoms its possible that you have vaginismus its a condition where your vaginal muscles involuntarily contract causing pain and discomfort we can run some tests to confirm the diagnosis and explore treatment options
doctor ive been having suprapubic pain vaginal pain lower abdominal pain hot flashes and sharp abdominal pain what do you think is the issue,based on your symptoms it is possible that you have vaginismus this condition causes involuntary muscle spasms in the pelvic floor muscles leading to pain and discomfort during sexual intercourse or vaginal exams note it would be important for the doctor to ask the patient more questions and perform a physical exam to confirm the diagnosis and provide appropriate treatment
doctor ive been experiencing heavy menstrual flow sharp abdominal pain and vaginal pain what could be the problem,it sounds like you may be experiencing symptoms of vaginismus this is a condition where the muscles around the vagina involuntarily contract causing pain and discomfort during intercourse or even during a gynecological exam
doctor ive been experiencing some hot flashes and frequent urination and ive also been having some pain in my vagina and suprapubic region what could be causing this,based on your symptoms its possible that you have vaginismus which is a condition where the muscles in your pelvic floor involuntarily contract and make it difficult or impossible to have intercourse or insert tampons the hot flashes and frequent urination may be related to the anxiety and stress caused by the condition
hi doctor ive been experiencing some strange symptoms lately ive been having focal weakness my menstrual cycle hasnt started for two months and i have joint pain and knee pain what could be causing these symptoms,based on the symptoms that you have described it is possible that you may be suffering from systemic lupus erythematosus or sle
doctor i feel joint swelling all over my body along with too little hair muscle pain leg swelling and hand or finger stiffness or tightness what could be the reason for all these symptoms,based on your symptoms i suspect you might be suffering from systemic lupus erythematosis sle
doctor i have been having knee pain for a while now and i have also noticed an absence of menstruation for the past month,based on your symptoms you might be suffering from systemic lupus erythematosis sle it is an autoimmune disease that affects various parts of the body including joints and hormones i suggest we run some tests to confirm the diagnosis
doctor my hands and fingers have been feeling stiff and tight lately what could be causing this,this could be a symptom of systemic lupus erythematosis sle its an autoimmune disease where your bodys immune system attacks healthy tissues causing inflammation and damage have you been experiencing any other symptoms
doctor i am experiencing too little hair pelvic pain pain during intercourse and unpredictable menstruation what could be causing these symptoms,it sounds like you may be experiencing premature ovarian failure
doctor i have been experiencing pelvic pain intermenstrual bleeding lack of growth hot flashes and weight gain whats wrong with me,it seems like you may be experiencing premature ovarian failure this is a condition where your ovaries stop functioning normally before the age of causing hormone imbalances and leading to symptoms like those you described
doctor i have been having trouble getting pregnant and ive been experiencing hot flashes what could be causing this,based on your symptoms its possible that you have premature ovarian failure this means that your ovaries are not functioning properly which can lead to infertility and other symptoms like hot flashes well need to run some tests to confirm the diagnosis
doctor i have been having some trouble with my appetite and also experiencing pain in my shoulder and arm what could be the problem,it sounds like you may have thoracic outlet syndrome this is a condition where the nerves and blood vessels in the neck and shoulder are compressed which can cause pain in the shoulder and arm as well as a decreased appetite
doctor i have been experiencing a lot of pain in my shoulder hand and fingers lately also i have been having sharp chest pain can you please tell me what could be the issue,based on your symptoms it seems like you might be suffering from thoracic outlet syndrome which is a condition where the nerves and blood vessels in the space between your collarbone and your first rib become compressed
doctor ive been experiencing paresthesia hand weakness hand pain shoulder pain and sharp chest pain whats happening to me,based on your symptoms it appears that you may be suffering from thoracic outlet syndrome have you been experiencing any numbness or tingling in your arm or hand
doctor i have been experiencing back pain decreased appetite and neck pain for the past few days what could be the reason for these symptoms,based on your symptoms you might be suffering from thoracic outlet syndrome
doctor ive been having some symptoms lately such as shoulder weakness sharp chest pain back pain and arm pain do you know what could be the problem,yes it sounds like you might have thoracic outlet syndrome which is a condition where the blood vessels or nerves in the space between your collarbone and first rib get compressed this can cause the symptoms youre experiencing
doctor i have been experiencing pain in my wrist and hand and theres visible swelling as well,based on your symptoms it sounds like you may be suffering from a ganglion cyst
doctor i have been experiencing knee pain and now i have a lump or mass on my wrist that is also causing pain what could be the problem,based on the symptoms youve described it is possible that you have a ganglion cyst this is a noncancerous lump that can develop along the joints or tendons and it often causes pain or discomfort i recommend scheduling an appointment so we can examine you and determine the best course of treatment
doctor i have been experiencing a lot of pain in my hand and wrist and i also have a lump on my finger my leg is also swollen and ive been feeling some pain there as well,it seems like you have a ganglion cyst which is a noncancerous lump that usually develops along the tendons or joints of your wrist or hand it sometimes causes pain and can grow in size causing pressure on nearby nerves the swelling in your leg is likely unrelated to the cyst
doctor i have a swelling lump on my wrist and its very painful,based on your symptoms it sounds like you may have a ganglion cyst
doctor i have been experiencing leg swelling and knee pain lately what could be the problem,based on your symptoms it sounds like you may have a ganglion cyst
i have been having pain in my knee shoulder and joints,you might be suffering from dislocation of the knee
doctor ive been experiencing knee stiffness and tightness lately i also have some shoulder pain what could be wrong with me,based on your symptoms it appears that you may have dislocated your knee
doctor my knee feels really stiff and tight and i have been experiencing a lot of pain,based on your symptoms it sounds like you may have dislocated your knee
doctor i am having knee stiffness and tightness along with swelling it is very difficult for me to move my knee freely what could be the problem,based on your symptoms it seems like you might have dislocated your knee joint it is important to get it checked and treated immediately to avoid any further damage
doctor i have been experiencing knee pain for a while now it hurts to move it and i cannot seem to find the right position to make the pain go away,based on your description it is possible that you are suffering from dislocation of the knee this condition occurs when the bones that make up the knee joint are displaced from their normal position it is often caused by trauma or injury to the knee
doctor i have been experiencing sharp abdominal pain stomach bloating rectal bleeding and blood in my stool what could be the cause of this,based on your symptoms it is likely that you have crohns disease this chronic inflammatory bowel disease can cause all of the symptoms you described
i have been experiencing pain of the anus joint pain nausea and rectal bleeding lately what could be the issue,based on your symptoms it is possible that you have crohns disease it is an inflammatory bowel disease that affects the digestive tract causing symptoms such as abdominal pain diarrhea fatigue and weight loss we will need to conduct some tests to confirm the diagnosis
doctor i have been experiencing sharp abdominal pain and nausea what could be the cause,based on your symptoms it sounds like you might be suffering from crohns disease
doctor i have been experiencing symptoms like regurgitation heartburn nausea and vomiting,from the symptoms you have mentioned it seems that you might be suffering from crohn disease or
doctor i am experiencing joint pain sharp abdominal pain and stomach bloating what could be causing these symptoms,based on your symptoms its possible that you have crohns disease
doctor i have recently had a baby and now my jaw is swelling there is fluid in my ear and my skin looks abnormal what could be wrong with me,it sounds like you may have a postoperative infection which can happen after surgery or in your case after giving birth its important to get it treated right away to prevent any further complications
doctor i have been experiencing sharp abdominal pain since my surgery what could be causing it,it is possible that you have a postoperative infection which is causing your pain we will need to run some tests to confirm this
doctor i have been experiencing leg swelling my skin on arm or hand looks infected i recently had a pregnancy and my belly button is irregular what could be the matter,based on your symptoms it appears that you have a postoperative infection which can occur after surgery or other medical procedures it is important to seek medical attention right away to prevent the infection from spreading further
doctor i have been feeling quite unwell lately i have a fever and i recently gave birth to a baby can you tell me what could be wrong,based on your symptoms and recent pregnancy it seems like you may have a postoperative infection
doctor i have been experiencing shortness of breath and just recently vomited blood what could be the problem,based on your symptoms it is likely that you have folate deficiency
doctor ive been vomiting blood and feeling very weak lately ive also noticed black stool and im feeling very tired all the time,based on your symptoms you may be experiencing folate deficiency
doctor ive been experiencing melena problems during my pregnancy delusions or hallucinations and shortness of breath what could be wrong with me,based on your symptoms it seems like you may be suffering from folate deficiency
doctor ive been feeling very weak lately and i have been experiencing melena last night i even vomited blood also im feeling tired all the time,based on your symptoms i suspect you may be suffering from folate deficiency
doctor i have been experiencing hand and finger swelling fluid retention vomiting and shortness of breath what could be the problem,based on your symptoms it seems like you are experiencing fluid overload
doctor my legs and hands have been swelling up and retaining fluids what could be causing this,based on your symptoms of leg swelling peripheral edema fluid retention and hand or finger swelling it sounds like you may be experiencing fluid overload
doctor im feeling weak and experiencing sharp abdominal pain ive been vomiting and noticed that my hands and fingers are swelling up,based on your symptoms it seems like you may be experiencing fluid overload
doctor i have been having difficulty breathing and have been feeling very nauseous i also vomited a few times and my feet and legs are swollen,based on your symptoms it seems like you may have fluid overload this is a condition where the body is retaining too much fluid causing swelling and difficulty breathing we need to start treating this right away to prevent further complications
i have been feeling very tired and fatigued lately and im always feeling hot too,it sounds like you might be experiencing symptoms of atrial flutter it a type of abnormal heart rhythm that can lead to fatigue and heat intolerance we will need to perform some tests to confirm this
doctor i have been experiencing some fatigue and chest tightness along with sharp chest pain and frequent urination what could be the cause of these symptoms,based on your symptoms it is possible that you are suffering from atrial flutter which is an abnormal heart rhythm that can cause chest tightness fatigue and sharp chest pain the frequent urination may be due to the body compensating for decreased blood flow to the kidneys we will need to perform some electrocardiogram tests to confirm the diagnosis
doctor ive been feeling constant palpitations and have been needing to go to the bathroom frequently what could be wrong with me,based on your symptoms it is possible that you are experiencing atrial flutter a type of irregular heartbeat that can cause palpitations and fluid buildup in the body leading to frequent urination
doctor i have been experiencing an irregular heartbeat and shortness of breath lately what could be the problem,based on your symptoms it is likely that you have atrial flutter
doctor i have been experiencing chest tightness lately what could be causing it,you may be suffering from a heart condition called atrial flutter which causes irregular heartbeats and can lead to chest tightness
doctor i have a rash on my skin and its really dry and peeling what could be wrong with me,it sounds like you are experiencing symptoms of a skin disorder your rash and dryness could be an indication of conditions such as eczema or psoriasis i recommend you to schedule an appointment with a dermatologist as soon as possible for an accurate diagnosis and effective treatment
doctor i have noticed some abnormal appearing skin and skin lesion and there is also some swelling on my skin can you please tell me what is wrong with me,it seems like you may have a skin disorder the symptoms you described are commonly associated with this condition i suggest we run some tests to diagnose the specific type of skin disorder
doctor i have been experiencing skin irritation for the past few days can you tell me what could be causing it,based on your symptoms it seems like you might be suffering from a skin disorder
doctor i have been experiencing itching of my skin and i also noticed some acne or pimples on my face in addition my skin has an abnormal appearance with some lesions what could be the problem,it seems like you are suffering from a skin disorder based on the symptoms you described you may be experiencing a condition called acne vulgaris
doctor i have noticed that my skin looks abnormal and it itches a lot i also have some growths on my skin and it feels swollen additionally my skin is very dry and keeps peeling off what could be the problem,based on your symptoms it seems that you might be suffering from a skin disorder there are several types of skin diseases that can cause these symptoms such as eczema psoriasis or even a fungal infection therefore it is important that you get a proper diagnosis and treatment plan from a dermatologist
doctor i have noticed that my vision has diminished in the last few days and i keep seeing these black spots floating around what could be wrong,it seems like you are experiencing floaters which are commonly associated with aging or eye trauma we need to examine your eyes to confirm the diagnosis
doctor i have been experiencing pain in my eye and it burns or stings too,floaters is a condition where you experience tiny spots specks or clumps floating in your field of vision along with other symptoms like pain and stinging in the eyes
doctor ive been experiencing some spots or clouds in my vision along with tearing and diminished vision what could be the problem,it sounds like you may be experiencing floaters floaters are usually harmless and caused by changes in the vitreous inside the eye however id like to do an eye exam to rule out any other possible causes
hi doctor i have been experiencing some strange symptoms with my vision my eyes often burn or sting and ive noticed spots or clouds in my vision also i feel like my vision has been diminished lately,based on your symptoms you most likely have floaters which are small specks or clouds moving in your field of vision they are often caused by changes in the vitreous the gellike substance that fills your eye and are more common as you age however sometimes floaters can be a sign of a more serious eye problem so its important to get your eyes checked by an ophthalmologist to rule out any underlying issues
doctor i have been experiencing burning and stinging in my eye and i also see spots or clouds in my vision what could be the problem,it sounds like you are experiencing floaters which are small specks or clouds moving in your field of vision it can be caused by changes in the vitreous a gellike substance in your eye and its common as people age
doctor ive been experiencing mouth pain toothache peripheral edema jaw swelling and a mouth ulcer whats wrong with me,based on your symptoms it seems like you may be suffering from a tooth disorder well need to take a closer look to confirm but those symptoms are typically associated with that condition
doctor i am experiencing a lot of pain in my gums and theres some swelling as well i also have a mouth ulcer what could be the problem,based on your symptoms it seems like you might be suffering from a tooth disorder
doctor i have been experiencing bleeding gums peripheral edema facial pain and pain in my gums what could be wrong with me,it sounds like you may be suffering from periodontitis a type of tooth disorder where the gums become inflamed and infected i recommend scheduling an appointment with a dentist to have your teeth and gums examined
doctor i am experiencing mouth pain ear pain headache gum pain and peripheral edema what could be the reason for this,based on your symptoms you may have a tooth disorder
doctor ive been experiencing an increased heart rate along with chest tightness arm pain burning chest pain and heartburn what could be the issue,based on your symptoms it sounds like you might be experiencing a heart attack we need to get you to the hospital right away so we can properly diagnose and treat it
doctor i have been having sharp chest pain what could be the reason for this,based on what you have said its possible that you are experiencing a heart attack
ive been experiencing chest tightness lower body pain and heartburn can you tell me whats wrong with me doctor,it sounds like you may be experiencing a heart attack i recommend we perform some tests to confirm and diagnose please sit down and i will call for some blood tests and an ekg
doctor i have been experiencing increased heart rate sweating and arm pain what could be the reason for these symptoms,based on your symptoms it is possible that you are experiencing a heart attack it is important that you seek urgent medical attention right away to avoid any further complications
doctor i have been experiencing fainting and irregular heartbeat what could be causing it,based on your symptoms its possible that you are experiencing a heart attack i recommend that we conduct some tests to determine the cause of your symptoms
